name,model,tree_length
12468,Poisson+F,0.047
17927,Poisson+F+G,0.478
8869,LG+F+G,0.659
2776,LG+F+G,0.348
8116,WAG+F,2.629
12361,JTT+F,1.532
41393,FLU+F+G,0.285
22603,WAG+F+G,0.494
10092,WAG+F+G,0.081
6449,FLU+F+G,0.018
31548,WAG+F+G,1.630
24548,WAG+F+G,0.384
8704,WAG+F+G,0.856
12625,WAG+F+G,2.166
19976,FLU+F+G,0.499
11970,WAG+F+G,0.739
3857,FLU+F+G,0.899
5471,Poisson+F+G,10.339
10209,Poisson+F,0.531
5176,JTT+F+G,0.376
6638,Poisson+F+G,10.937
11968,LG+F+G,0.711
9087,Poisson+F,0.682
10687,JTT+F,0.714
11920,WAG+F,0.989
883,WAG+F+G,0.559
853,JTT+F+G,5.025
26973,LG+F+G,1.367
44537,WAG+F+G,2.655
10359,Poisson+F,0.489
3032,WAG+F,3.203
3010,FLU+F,1.932
11095,LG+F,0.068
3518,WAG+F,0.247
2063,LG+F,0.109
11902,FLU+F,1.139
4764,JTT+F+G,0.788
6103,WAG+F+G,0.281
27118,Poisson+F+G,0.203
8824,JTT+F+G,0.181
6918,FLU+F,1.420
3075,LG+F+G,0.331
769,FLU+F+G,0.350
8905,FLU+F,0.210
7291,JTT+F+G,0.926
27566,Poisson+F,2.337
7241,WAG+F+G,0.105
23203,Poisson+F+G,0.613
13114,WAG+F,5.330
1806,WAG+F,1.335
2205,LG+F,2.693
9649,JTT+F,0.299
2269,LG+F+G,1.384
4615,Poisson+F,0.046
6451,Poisson+F,0.320
2523,Poisson+F+G,1.940
1824,FLU+F,3.787
13136,FLU+F,0.790
13192,LG+F,1.607
9364,Poisson+F+G,1.261
7815,Poisson+F+G,0.805
8927,WAG+F,0.062
15917,Poisson+F+G,1.923
4424,WAG+F,1.374
6483,JTT+F+G,0.433
2189,Poisson+F,1.191
326,LG+F,0.065
5822,LG+F+G,0.155
10088,FLU+F+G,1.711
6542,LG+F+G,2.741
6755,JTT+F+G,0.068
6785,WAG+F+G,0.357
36033,LG+F+G,0.110
896,WAG+F,4.750
3402,LG+F,0.128
4132,WAG+F+G,0.537
6883,Poisson+F,0.351
10934,JTT+F+G,0.013
3342,WAG+F,1.085
27617,FLU+F,0.147
3360,FLU+F,0.804
1866,FLU+F+G,5.691
3668,WAG+F,0.884
1763,LG+F,0.045
11838,Poisson+F+G,1.928
45012,Poisson+F,0.637
7147,JTT+F+G,1.117
44361,JTT+F+G,0.097
31193,JTT+F,1.434
10864,LG+F,0.057
25096,FLU+F+G,0.767
4953,LG+F,1.105
23797,Poisson+F,1.067
3892,LG+F,0.287
2729,WAG+F+G,0.524
20709,WAG+F,0.950
4776,FLU+F,0.044
13787,WAG+F,0.070
12820,JTT+F,0.013
33563,FLU+F+G,1.620
14998,JTT+F+G,6.085
2717,Poisson+F+G,0.232
4295,FLU+F,1.143
13264,WAG+F,1.676
4462,WAG+F+G,0.402
1505,LG+F,2.207
36066,JTT+F,0.316
8198,FLU+F+G,3.806
9539,JTT+F,1.323
17753,LG+F,0.272
7595,Poisson+F+G,0.233
3664,LG+F,2.808
4687,LG+F+G,1.068
16947,Poisson+F,0.442
9013,JTT+F,0.013
10470,Poisson+F,0.848
25413,LG+F+G,2.256
10692,LG+F,3.591
7417,JTT+F+G,0.336
38510,JTT+F+G,0.748
5270,WAG+F+G,1.648
4754,WAG+F,1.538
1995,LG+F,0.635
12764,Poisson+F,0.176
28281,LG+F,1.059
12963,LG+F,3.227
8402,JTT+F+G,1.441
22226,WAG+F,1.989
28817,Poisson+F,0.505
30605,WAG+F,0.270
22096,LG+F,2.414
23862,JTT+F,0.434
6259,FLU+F,0.048
43405,LG+F,4.048
4128,FLU+F+G,1.994
7675,Poisson+F+G,1.493
10344,WAG+F+G,3.587
9473,LG+F,0.111
11243,FLU+F,2.969
7241,LG+F+G,0.107
28590,Poisson+F+G,1.586
10394,JTT+F+G,1.240
13331,JTT+F+G,1.951
1698,LG+F+G,0.740
12341,Poisson+F,1.581
9210,JTT+F+G,4.516
11769,FLU+F,0.220
9870,Poisson+F,0.168
6798,WAG+F,2.192
475,JTT+F+G,0.039
9920,Poisson+F,1.384
11586,JTT+F+G,1.910
10055,Poisson+F,0.083
18389,WAG+F,2.559
3471,FLU+F+G,0.653
5521,JTT+F,0.395
29409,Poisson+F+G,0.594
8152,JTT+F+G,3.593
8182,WAG+F+G,0.276
1686,FLU+F,1.467
12991,Poisson+F+G,0.559
2285,Poisson+F,0.498
2741,LG+F+G,2.669
8266,WAG+F,1.670
4449,Poisson+F,0.898
9822,JTT+F,1.108
19062,Poisson+F+G,2.723
9740,JTT+F+G,0.868
1796,FLU+F+G,0.223
12625,Poisson+F+G,2.074
8329,Poisson+F+G,1.504
12117,LG+F+G,1.312
6858,Poisson+F+G,2.883
16655,FLU+F,1.096
5184,LG+F+G,0.007
23697,WAG+F+G,1.334
12476,FLU+F+G,1.375
13070,FLU+F,1.615
9225,JTT+F,2.200
8557,FLU+F+G,1.118
4081,WAG+F,0.401
1962,FLU+F,1.272
6777,Poisson+F+G,0.452
43077,Poisson+F+G,0.949
20037,FLU+F,1.679
1393,JTT+F+G,0.178
13264,FLU+F+G,2.745
12962,LG+F,0.268
4048,WAG+F,3.322
520,FLU+F+G,6.472
31194,LG+F+G,2.147
6855,LG+F,0.071
7008,WAG+F+G,2.912
36250,JTT+F,1.346
3665,LG+F,0.668
10693,LG+F,0.496
13052,WAG+F,0.094
3524,JTT+F+G,1.561
8843,FLU+F,0.499
1991,Poisson+F+G,2.513
37515,Poisson+F,0.337
12126,FLU+F+G,2.179
11844,FLU+F,1.314
37100,FLU+F+G,3.740
23786,JTT+F,0.472
14444,WAG+F,0.044
2666,JTT+F+G,1.122
7712,JTT+F,0.331
36712,FLU+F+G,2.753
4952,LG+F,0.931
27884,JTT+F+G,0.517
7238,JTT+F,0.459
13176,LG+F+G,0.774
3893,LG+F,2.739
27854,WAG+F+G,2.053
12794,LG+F,0.461
7558,WAG+F+G,0.019
3174,WAG+F,0.497
5955,FLU+F+G,0.952
2134,Poisson+F,0.228
10222,JTT+F,1.654
11183,FLU+F+G,0.206
1762,LG+F,0.667
6897,FLU+F,0.173
8072,FLU+F,0.650
6600,FLU+F+G,1.804
4892,FLU+F,1.014
8591,FLU+F,1.406
37130,Poisson+F,2.742
20806,FLU+F,1.416
8099,WAG+F,1.068
21662,Poisson+F,1.931
1492,WAG+F,0.969
2996,JTT+F+G,0.463
2946,WAG+F+G,0.862
13888,FLU+F,0.532
10861,FLU+F+G,0.966
11419,JTT+F+G,2.802
18913,LG+F,0.699
1933,JTT+F+G,2.473
2511,Poisson+F,0.710
7012,FLU+F+G,0.426
4826,Poisson+F,1.263
8050,WAG+F,1.168
2441,Poisson+F,0.448
1359,FLU+F+G,0.433
4747,Poisson+F+G,4.012
2301,JTT+F,0.148
40607,LG+F+G,0.401
3945,WAG+F,3.606
11057,WAG+F,0.185
9472,LG+F,1.428
14349,Poisson+F,0.359
6350,FLU+F+G,0.584
45176,FLU+F+G,2.529
772,WAG+F,0.413
24281,JTT+F+G,0.494
6545,FLU+F,0.057
8052,Poisson+F+G,1.734
10691,Poisson+F,0.400
22097,LG+F,3.978
3615,Poisson+F+G,0.346
11199,WAG+F+G,1.166
30433,WAG+F,1.557
13469,LG+F+G,3.290
6497,Poisson+F+G,0.528
11596,FLU+F,2.093
27918,WAG+F,0.000
750,FLU+F,0.680
12675,LG+F+G,1.303
29048,LG+F,2.105
14996,WAG+F,0.298
18176,WAG+F,0.186
1609,FLU+F+G,0.998
12054,WAG+F,1.971
9845,FLU+F,0.281
10487,Poisson+F+G,0.231
6917,WAG+F+G,0.250
8709,JTT+F,2.423
1302,JTT+F,1.371
12111,JTT+F+G,0.045
8030,JTT+F+G,5.160
20750,WAG+F+G,1.153
1051,LG+F,0.351
11457,Poisson+F,0.408
3161,LG+F+G,0.431
2585,Poisson+F+G,0.176
5546,FLU+F,0.110
21031,FLU+F,1.778
6190,LG+F,2.492
5564,WAG+F,2.265
7707,Poisson+F+G,0.815
5936,LG+F+G,0.107
42007,Poisson+F+G,0.171
9622,JTT+F+G,0.169
3330,LG+F,1.351
1878,Poisson+F+G,8.998
16632,JTT+F,0.334
3043,FLU+F+G,0.879
11164,WAG+F+G,2.804
15605,Poisson+F+G,0.170
9867,WAG+F,0.737
1628,JTT+F,0.414
12076,FLU+F,1.253
8223,JTT+F,2.390
5087,WAG+F,1.958
11224,JTT+F,0.393
501,JTT+F,0.577
12441,JTT+F+G,2.785
28206,FLU+F+G,0.301
2172,WAG+F,1.194
8560,JTT+F+G,0.104
12491,WAG+F+G,0.735
4097,LG+F,1.001
6461,LG+F+G,10.614
2301,FLU+F+G,0.206
12757,Poisson+F+G,3.579
2199,FLU+F,3.694
23827,WAG+F,0.088
6714,JTT+F,0.986
13283,WAG+F+G,1.755
1593,Poisson+F,1.006
9918,FLU+F+G,0.204
11434,WAG+F+G,1.240
42995,WAG+F,1.792
19941,WAG+F,0.022
31338,LG+F,1.753
8189,LG+F,0.955
2150,FLU+F,0.868
10842,FLU+F,0.751
16237,LG+F+G,4.275
32313,LG+F+G,0.222
6367,JTT+F+G,2.934
11368,LG+F,0.000
3848,Poisson+F+G,2.601
12847,FLU+F,0.205
20785,JTT+F,0.344
2662,LG+F+G,0.204
9056,WAG+F,0.040
4711,JTT+F,2.991
22395,Poisson+F,0.789
4500,WAG+F+G,2.237
16427,FLU+F+G,1.056
33401,FLU+F+G,2.645
3959,Poisson+F,0.325
35958,LG+F+G,0.881
3059,WAG+F+G,0.871
9597,FLU+F,1.418
13221,JTT+F,0.182
5894,FLU+F,1.073
12865,WAG+F,0.278
5883,Poisson+F+G,0.282
13228,LG+F+G,2.189
17186,FLU+F,0.445
3809,Poisson+F,0.598
5312,WAG+F+G,1.344
37613,LG+F+G,0.226
39028,LG+F,0.366
39730,JTT+F+G,0.861
6637,JTT+F+G,2.551
7358,LG+F,0.634
7082,WAG+F,1.265
8857,Poisson+F,0.737
9127,LG+F,0.238
10886,WAG+F+G,0.338
7561,WAG+F,3.607
4050,WAG+F+G,0.377
13366,Poisson+F,2.901
4080,JTT+F+G,0.706
10098,WAG+F,0.762
27743,FLU+F+G,1.454
9902,WAG+F+G,1.062
7543,FLU+F,0.343
3509,WAG+F+G,0.736
13299,FLU+F+G,0.476
5692,JTT+F+G,2.569
5642,WAG+F+G,1.182
2943,WAG+F,1.895
17765,FLU+F+G,2.498
4096,LG+F,0.568
6232,FLU+F+G,0.193
776,Poisson+F+G,2.078
2685,FLU+F,3.576
4635,Poisson+F+G,3.499
3113,Poisson+F,0.308
6522,JTT+F,0.781
9592,LG+F+G,1.586
3603,LG+F+G,0.873
2366,FLU+F,0.102
26611,FLU+F,0.780
14690,LG+F+G,0.044
11538,JTT+F,3.048
4485,FLU+F+G,0.664
6858,JTT+F+G,3.118
33554,JTT+F+G,0.759
3043,Poisson+F,0.766
10848,Poisson+F+G,1.240
6888,WAG+F+G,0.820
3900,JTT+F,0.906
12249,LG+F+G,2.238
8188,LG+F,0.192
7420,FLU+F+G,0.684
11012,JTT+F,1.237
1236,LG+F,0.569
4981,Poisson+F+G,3.235
5297,FLU+F+G,1.860
6762,FLU+F+G,0.081
15167,LG+F,0.480
28399,FLU+F+G,2.461
12240,FLU+F,1.471
8015,JTT+F,0.455
295,LG+F+G,1.654
6303,LG+F+G,1.850
44538,JTT+F,0.475
11390,LG+F+G,1.774
11838,Poisson+F,1.137
5818,Poisson+F+G,0.071
7170,FLU+F+G,2.869
3767,Poisson+F+G,3.353
1134,JTT+F,1.014
13187,Poisson+F,2.721
15057,WAG+F+G,1.293
772,Poisson+F,0.408
1881,WAG+F+G,0.188
5293,FLU+F,0.587
12262,WAG+F,0.507
1948,LG+F+G,4.716
5770,FLU+F,0.298
12781,WAG+F,0.886
11665,Poisson+F+G,1.017
5278,WAG+F,1.199
11968,Poisson+F,0.652
12289,FLU+F,0.154
9126,LG+F,0.551
7775,FLU+F,2.254
6839,JTT+F,1.165
8165,FLU+F+G,0.661
11585,Poisson+F+G,1.547
2100,LG+F+G,0.465
3487,Poisson+F+G,0.485
25402,LG+F,0.300
24943,JTT+F+G,0.144
44091,LG+F,0.168
7359,LG+F,0.619
6605,Poisson+F+G,2.114
10245,FLU+F,2.141
5038,LG+F,0.319
8438,Poisson+F,5.004
12756,LG+F+G,0.305
1771,WAG+F+G,2.701
42557,WAG+F+G,1.805
29011,JTT+F+G,0.768
18902,JTT+F,0.865
4957,LG+F+G,0.880
14401,JTT+F,0.350
15895,Poisson+F,2.484
3116,JTT+F+G,0.939
357,Poisson+F,3.289
7757,WAG+F,0.335
12878,Poisson+F+G,0.292
17910,WAG+F+G,1.005
8568,Poisson+F,3.595
9359,Poisson+F+G,0.582
7828,Poisson+F+G,0.877
37532,FLU+F+G,2.795
3466,Poisson+F,2.771
10919,WAG+F+G,1.188
5951,Poisson+F,1.564
25991,JTT+F,0.521
32290,LG+F,0.151
1622,Poisson+F,0.230
12514,FLU+F+G,1.327
2254,JTT+F+G,0.132
1905,JTT+F,0.452
45224,LG+F+G,1.028
2284,WAG+F+G,1.095
11369,LG+F,0.364
5801,Poisson+F,1.205
34394,Poisson+F+G,0.262
31679,FLU+F+G,2.838
25664,LG+F,1.200
9260,WAG+F,0.026
8824,JTT+F,0.164
13008,LG+F,1.193
42007,WAG+F+G,0.158
9768,FLU+F,1.998
9227,FLU+F+G,0.464
36047,Poisson+F,2.275
17671,WAG+F,0.594
28479,Poisson+F+G,0.108
34203,Poisson+F,0.677
19567,JTT+F+G,0.189
3496,WAG+F+G,6.517
9340,LG+F,0.457
42548,Poisson+F,1.258
4527,JTT+F,0.940
9783,WAG+F,0.092
33497,LG+F,1.680
7405,FLU+F,3.851
3790,JTT+F+G,0.062
26891,WAG+F,0.151
3740,WAG+F+G,0.020
22983,Poisson+F,0.281
29647,WAG+F+G,3.570
2805,WAG+F,0.379
3598,LG+F,1.706
3241,JTT+F,0.782
5678,Poisson+F+G,3.688
10135,FLU+F,1.059
29860,Poisson+F+G,2.389
2152,WAG+F+G,0.549
2827,FLU+F,0.450
38193,FLU+F,1.262
33807,LG+F,0.497
2182,JTT+F+G,0.540
8547,LG+F,0.576
4219,WAG+F+G,0.975
5583,Poisson+F,0.070
36270,Poisson+F+G,2.909
36451,LG+F,0.310
13970,Poisson+F,1.358
5939,WAG+F,5.464
11337,FLU+F+G,1.584
7437,LG+F+G,1.592
17523,FLU+F,0.383
3210,WAG+F+G,1.606
42651,JTT+F+G,0.868
42681,WAG+F+G,0.428
27831,LG+F+G,2.181
13367,JTT+F,0.218
9132,FLU+F,1.615
17753,Poisson+F,0.271
10628,Poisson+F+G,3.847
9110,WAG+F,2.115
2402,WAG+F+G,2.493
8809,WAG+F+G,3.304
12928,WAG+F+G,0.349
13461,Poisson+F+G,0.433
1563,Poisson+F+G,1.811
12392,FLU+F+G,0.020
42858,LG+F+G,1.517
4855,Poisson+F+G,1.494
33648,FLU+F+G,1.711
26288,Poisson+F+G,1.972
4749,WAG+F+G,0.631
43774,JTT+F,1.883
7796,LG+F,0.138
15835,LG+F+G,1.046
5411,FLU+F+G,0.619
1683,Poisson+F+G,0.911
6652,JTT+F,3.625
2428,LG+F+G,0.218
17376,Poisson+F,0.906
11950,LG+F,0.068
3634,LG+F+G,1.133
11648,JTT+F,0.473
2016,FLU+F,2.805
8664,Poisson+F,0.663
16891,LG+F,0.376
10926,WAG+F,0.140
18769,JTT+F,1.817
12608,JTT+F+G,0.006
35099,JTT+F+G,1.310
23943,FLU+F,0.904
11681,JTT+F,1.576
9979,LG+F,0.539
4401,Poisson+F+G,0.107
7648,Poisson+F+G,3.419
4869,JTT+F+G,0.461
885,LG+F,0.273
1937,Poisson+F+G,0.687
5141,FLU+F+G,2.895
37459,LG+F+G,1.147
7128,LG+F+G,3.748
5691,LG+F,0.079
8686,JTT+F,0.324
19941,JTT+F+G,0.022
11451,Poisson+F+G,0.279
11997,FLU+F+G,3.440
5422,WAG+F,0.856
17838,FLU+F,3.288
3860,JTT+F+G,0.010
12130,FLU+F,1.026
8365,JTT+F,4.562
6334,LG+F+G,2.363
9921,WAG+F,1.266
14996,LG+F,0.298
3553,Poisson+F+G,2.654
12438,WAG+F,0.732
20419,Poisson+F,2.318
36645,LG+F+G,0.467
8314,Poisson+F+G,1.314
24091,Poisson+F,0.297
6865,Poisson+F+G,3.223
21579,LG+F+G,1.133
4753,FLU+F+G,0.652
1244,JTT+F,1.549
9903,FLU+F,0.114
5598,Poisson+F+G,0.239
8279,JTT+F+G,1.840
12388,WAG+F+G,2.957
7819,Poisson+F,0.648
12358,JTT+F+G,2.020
12112,WAG+F,0.257
33554,FLU+F,0.705
8813,FLU+F+G,0.224
12932,FLU+F+G,0.190
7949,Poisson+F,1.016
5108,WAG+F,2.869
31035,JTT+F+G,0.040
5544,JTT+F+G,1.310
7999,FLU+F+G,1.586
12468,LG+F,0.047
24752,FLU+F,1.234
4182,JTT+F,0.408
12683,Poisson+F+G,0.034
23169,FLU+F+G,0.299
4461,JTT+F,1.106
31591,LG+F,0.476
13198,JTT+F,1.275
4386,WAG+F+G,1.893
8485,Poisson+F,0.374
5090,LG+F+G,1.604
12937,Poisson+F+G,5.652
13151,JTT+F,0.180
5503,Poisson+F+G,1.309
6531,WAG+F+G,2.451
1843,JTT+F,2.201
3599,LG+F,4.644
26303,LG+F,0.354
4458,LG+F,0.344
5217,Poisson+F,0.778
7355,LG+F+G,0.247
10303,FLU+F,0.431
9216,Poisson+F+G,0.815
5347,Poisson+F,2.449
7103,Poisson+F,0.348
7967,Poisson+F+G,0.209
7611,WAG+F,1.140
38774,WAG+F+G,2.109
7673,WAG+F+G,0.362
18541,Poisson+F,3.055
931,JTT+F+G,1.071
7319,FLU+F,1.105
24270,Poisson+F,4.245
4606,JTT+F+G,3.251
3594,JTT+F,0.770
28536,Poisson+F+G,2.981
17503,LG+F+G,0.427
30766,Poisson+F,1.837
8546,LG+F,0.950
3909,LG+F,0.136
8946,JTT+F+G,0.303
6739,LG+F,0.913
10629,FLU+F,2.147
3077,JTT+F,0.030
20518,LG+F+G,3.038
24320,Poisson+F,1.012
6061,WAG+F+G,0.313
1811,Poisson+F,0.119
7526,Poisson+F,1.904
12324,WAG+F,0.293
7339,FLU+F+G,2.469
38924,LG+F+G,0.148
18164,Poisson+F,0.604
11732,JTT+F+G,0.457
7961,LG+F,1.190
33789,WAG+F,0.986
13185,JTT+F+G,0.251
639,Poisson+F+G,2.983
2751,LG+F,1.711
2805,Poisson+F+G,0.459
1591,JTT+F,1.498
611,WAG+F+G,2.513
5636,FLU+F,0.479
25238,WAG+F+G,0.800
7953,JTT+F+G,0.159
5690,LG+F,2.204
7476,Poisson+F,0.028
7983,WAG+F+G,0.636
5632,Poisson+F,0.846
20927,JTT+F,0.565
4926,WAG+F+G,0.097
32057,Poisson+F,2.248
44639,LG+F,1.293
5614,WAG+F,3.067
35106,JTT+F+G,3.658
33248,FLU+F,0.009
5901,LG+F+G,0.441
16542,JTT+F,0.128
12747,WAG+F+G,3.393
26411,Poisson+F,0.206
37372,Poisson+F+G,0.802
672,LG+F,2.949
8666,WAG+F+G,0.858
26827,FLU+F+G,0.088
12306,FLU+F,4.829
13700,LG+F+G,0.127
1558,JTT+F,0.539
7669,FLU+F+G,3.030
26850,LG+F+G,1.995
5866,LG+F,1.730
11951,LG+F,0.335
671,JTT+F,1.968
11262,JTT+F+G,0.037
2202,WAG+F,0.254
3846,JTT+F,2.914
3395,FLU+F+G,0.508
22439,JTT+F,1.896
26296,WAG+F,0.300
7797,LG+F,0.837
13405,WAG+F+G,0.021
30220,Poisson+F+G,0.248
6456,LG+F+G,0.467
39159,Poisson+F,0.908
1522,FLU+F+G,2.837
15218,WAG+F,1.341
33069,Poisson+F+G,0.378
341,WAG+F+G,4.533
11885,Poisson+F,2.954
2537,LG+F,0.083
12563,Poisson+F+G,0.393
9978,LG+F,0.819
6464,JTT+F,1.964
30970,LG+F+G,0.733
10470,JTT+F+G,1.095
14895,JTT+F,0.397
1293,LG+F+G,0.963
34374,FLU+F,2.509
3628,Poisson+F+G,2.209
2220,FLU+F,0.184
26757,FLU+F,0.131
32438,LG+F,0.221
2728,WAG+F,0.041
6187,JTT+F,0.614
4263,LG+F,0.209
7597,JTT+F,1.762
10354,LG+F,0.633
3338,WAG+F,0.318
2510,WAG+F+G,1.256
8256,Poisson+F,2.433
3630,FLU+F,1.393
539,Poisson+F,0.481
12280,FLU+F+G,0.052
8306,Poisson+F,1.520
15966,JTT+F,1.477
8645,Poisson+F+G,0.198
3002,Poisson+F+G,0.152
7074,JTT+F,0.306
11584,LG+F+G,0.932
27148,FLU+F+G,0.197
36066,LG+F+G,0.347
21869,LG+F,0.361
39854,Poisson+F,1.987
34203,FLU+F+G,0.946
6999,LG+F+G,1.436
6280,Poisson+F+G,2.072
6517,LG+F+G,0.021
21869,JTT+F+G,0.383
3612,WAG+F,0.117
5049,WAG+F+G,3.677
10544,JTT+F,1.699
12035,LG+F,0.756
5099,JTT+F+G,6.526
16896,WAG+F+G,1.864
20290,WAG+F,3.452
10167,FLU+F+G,1.693
6364,LG+F,1.951
12253,LG+F,2.210
20141,FLU+F+G,2.111
10099,Poisson+F+G,0.126
29378,WAG+F,0.911
4204,WAG+F,0.524
3208,Poisson+F,1.748
15289,FLU+F+G,4.163
17478,JTT+F,3.925
4226,FLU+F,0.394
16052,Poisson+F+G,0.907
7680,Poisson+F,0.524
9386,LG+F+G,2.032
18939,Poisson+F,0.709
3682,JTT+F+G,2.617
3017,LG+F+G,0.875
9069,JTT+F,1.584
9868,Poisson+F+G,1.228
10132,LG+F,1.996
5889,JTT+F,1.334
7319,Poisson+F+G,1.160
686,FLU+F+G,1.521
4150,Poisson+F+G,1.958
5519,WAG+F+G,1.164
3358,Poisson+F,0.143
38865,LG+F+G,1.013
24127,JTT+F+G,2.756
11239,FLU+F,1.291
4641,FLU+F+G,1.973
11731,WAG+F,0.871
8901,FLU+F+G,0.070
10896,JTT+F,1.543
12820,FLU+F+G,0.013
26939,Poisson+F,0.653
5053,FLU+F+G,1.540
13130,Poisson+F+G,1.485
39256,FLU+F,1.948
7845,JTT+F,0.290
11885,FLU+F+G,3.787
13458,JTT+F+G,0.627
9579,JTT+F+G,1.777
1539,Poisson+F,0.932
6201,WAG+F,1.543
19883,WAG+F+G,2.356
3972,JTT+F+G,1.129
1469,Poisson+F,1.489
11713,FLU+F,0.226
7214,LG+F+G,0.907
3318,FLU+F+G,2.221
15713,JTT+F+G,0.214
25590,Poisson+F+G,1.571
8723,Poisson+F,1.961
1617,WAG+F,1.520
4311,FLU+F+G,1.445
18222,LG+F,2.455
8714,FLU+F,1.342
5329,Poisson+F+G,0.758
6160,Poisson+F+G,0.288
12142,LG+F+G,0.928
14481,WAG+F+G,3.286
14915,LG+F+G,4.171
5503,FLU+F+G,1.464
12588,JTT+F,1.302
15829,FLU+F+G,0.076
29744,Poisson+F,2.013
3986,LG+F+G,2.816
5071,JTT+F,0.763
27640,Poisson+F+G,2.591
9699,LG+F+G,0.520
9029,JTT+F+G,0.128
34749,WAG+F+G,1.339
8485,LG+F+G,0.488
2714,LG+F+G,0.038
1635,FLU+F,0.017
29611,LG+F+G,0.070
4714,JTT+F+G,0.742
29464,WAG+F,0.336
7044,Poisson+F,0.132
5200,Poisson+F,1.674
28588,WAG+F+G,0.429
45291,JTT+F,0.563
22983,WAG+F+G,0.318
4010,FLU+F,0.685
37983,WAG+F+G,0.933
12975,JTT+F+G,1.194
13502,WAG+F,1.801
8854,JTT+F+G,0.147
7114,Poisson+F,0.433
5350,Poisson+F,0.938
39074,WAG+F+G,0.227
13028,WAG+F,1.090
26023,Poisson+F,1.099
8839,FLU+F,1.341
4004,LG+F,1.402
5106,JTT+F+G,0.934
12032,Poisson+F+G,1.049
3827,FLU+F+G,0.233
9775,JTT+F,0.441
32485,WAG+F,0.083
9296,JTT+F,0.917
29446,FLU+F,0.634
7761,WAG+F+G,0.073
3379,Poisson+F+G,0.620
37518,LG+F+G,2.409
33395,FLU+F+G,0.172
4244,JTT+F+G,1.246
4294,WAG+F+G,0.067
13123,LG+F+G,1.014
30970,FLU+F,0.633
10355,LG+F,1.782
39524,WAG+F+G,1.611
6423,WAG+F+G,3.243
8492,Poisson+F,0.097
3406,FLU+F,1.259
956,Poisson+F,4.474
3775,LG+F+G,1.615
6103,LG+F,0.238
13458,Poisson+F,0.573
7242,JTT+F,1.934
31316,JTT+F,0.385
6806,WAG+F,2.051
41151,LG+F+G,0.097
7231,WAG+F+G,2.784
15974,LG+F+G,1.897
4803,WAG+F,3.139
25497,FLU+F,1.988
40361,JTT+F,2.286
10562,JTT+F+G,1.933
2100,Poisson+F+G,0.451
8008,FLU+F,3.747
40682,JTT+F,2.034
12305,WAG+F+G,0.190
8224,WAG+F+G,0.731
20544,JTT+F+G,0.502
8500,WAG+F,0.243
9747,Poisson+F+G,0.015
1349,Poisson+F+G,0.469
7382,Poisson+F+G,1.287
11369,Poisson+F,0.330
11892,Poisson+F,0.681
8522,FLU+F,2.517
688,Poisson+F,1.797
25490,LG+F,0.189
31508,Poisson+F+G,3.149
9436,WAG+F+G,0.572
1430,FLU+F+G,0.218
11239,Poisson+F,1.237
32975,FLU+F,0.755
12294,JTT+F,0.888
15280,Poisson+F+G,1.852
2698,JTT+F,5.491
6037,WAG+F,1.156
4834,WAG+F+G,2.337
5775,Poisson+F,0.899
6439,FLU+F+G,0.729
1806,Poisson+F,1.336
7531,Poisson+F,0.314
22737,LG+F,3.548
10032,JTT+F+G,0.181
39060,FLU+F,3.161
8774,WAG+F+G,1.231
5625,Poisson+F,0.596
11525,FLU+F,0.211
7461,Poisson+F,0.539
24538,WAG+F+G,1.037
222,WAG+F,2.272
14319,Poisson+F+G,0.207
25990,FLU+F+G,0.370
5052,Poisson+F+G,0.586
39042,WAG+F,1.901
13097,JTT+F+G,1.608
1160,FLU+F+G,0.784
2076,LG+F+G,0.971
13047,WAG+F+G,1.211
7841,JTT+F+G,0.375
22562,FLU+F,0.186
38696,LG+F+G,0.017
405,JTT+F+G,3.984
8393,WAG+F,0.696
44961,WAG+F+G,0.031
21440,JTT+F,1.012
5137,JTT+F,0.115
9260,JTT+F+G,0.027
13391,WAG+F+G,0.046
1290,FLU+F,1.518
32639,Poisson+F,3.441
13341,JTT+F+G,1.486
1773,FLU+F,0.925
4158,FLU+F+G,1.021
12407,JTT+F,0.340
12553,JTT+F+G,2.606
7348,Poisson+F,0.101
43682,FLU+F+G,0.362
21489,JTT+F,0.525
1584,Poisson+F,2.791
9573,Poisson+F+G,0.294
7218,Poisson+F,2.038
8945,LG+F,1.779
10334,WAG+F+G,0.290
10236,Poisson+F+G,0.890
6347,WAG+F,3.445
7903,JTT+F,1.236
493,FLU+F,3.806
15198,Poisson+F,2.279
4816,LG+F+G,0.612
11510,Poisson+F,0.181
18756,WAG+F,0.192
43782,WAG+F,0.130
5684,LG+F+G,0.511
10919,JTT+F,1.108
11655,FLU+F,0.388
12617,LG+F+G,4.233
5870,JTT+F+G,0.570
4408,FLU+F+G,0.287
14922,FLU+F+G,2.531
6686,FLU+F,0.009
6805,WAG+F+G,0.715
11677,WAG+F,0.049
39902,WAG+F+G,2.696
20692,JTT+F+G,0.506
8122,JTT+F+G,0.724
2521,JTT+F,2.200
10664,WAG+F+G,2.203
2041,LG+F+G,1.249
22612,FLU+F,5.196
11394,WAG+F,1.394
13221,Poisson+F,0.182
11065,Poisson+F,0.802
38030,JTT+F+G,1.657
41246,FLU+F,0.357
9810,WAG+F+G,1.093
8910,Poisson+F,1.107
1816,FLU+F+G,4.315
13391,WAG+F,0.043
